oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Highway,Dry,Sunny,86,80,Car,29,49,84,0,1,0,0,0,Low
Urban,Dry,Fog,43,50,Bike,23,89,25,1,1,1,1,0,Medium
Urban,Damaged,Fog,74,50,Car,22,86,23,0,1,1,0,0,High
Highway,Dry,Cloudy,102,80,Truck,24,46,98,0,1,1,1,0,Medium
Rural,Dry,Fog,45,40,Bus,23,92,37,0,1,0,1,0,Medium
Highway,Damaged,Storm,64,80,Car,26,91,25,1,1,0,1,0,High
Rural,Damaged,Cloudy,33,40,Car,27,63,62,1,1,0,0,1,Low
Rural,Wet,Fog,39,40,Bus,18,96,49,1,1,0,1,0,Medium
Urban,Damaged,Rainy,31,50,Car,24,74,53,1,1,1,0,1,Medium
Highway,Dry,Sunny,61,80,Truck,30,56,77,0,1,1,1,1,Low
Rural,Damaged,Fog,60,40,Truck,22,91,11,0,1,0,0,0,High
Rural,Dry,Fog,52,40,Truck,21,97,10,1,1,1,0,1,High
Rural,Dry,Sunny,44,40,Bus,31,51,91,1,0,1,1,0,Medium
Urban,Dry,Sunny,55,50,Car,29,56,66,1,0,0,0,1,Low
Urban,Dry,Rainy,52,50,Bike,22,90,63,1,1,1,0,1,Medium
Rural,Dry,Rainy,44,40,Truck,29,88,69,1,1,1,1,0,Medium
Rural,Wet,Cloudy,68,40,Truck,25,63,65,1,0,0,0,1,Medium
Rural,Damaged,Fog,52,40,Car,24,99,20,0,1,1,1,0,High
Urban,Dry,Cloudy,58,50,Truck,28,60,99,0,1,0,0,0,Low
Rural,Wet,Fog,33,40,Bike,23,89,24,0,1,0,0,1,Medium
Highway,Wet,Sunny,106,80,Truck,32,43,68,0,1,1,1,0,Medium
Rural,Damaged,Sunny,43,40,Truck,30,39,88,0,1,1,0,1,Medium
Rural,Dry,Cloudy,35,40,Bike,31,49,61,1,1,0,0,0,Low
Highway,Dry,Rainy,105,80,Car,27,74,58,1,1,0,0,0,Medium
Rural,Dry,Sunny,33,40,Truck,36,34,87,0,0,1,0,1,Low
Highway,Wet,Rainy,62,80,Bike,24,92,66,0,1,1,1,0,Medium
Urban,Dry,Cloudy,68,50,Car,29,44,79,1,1,0,0,0,Low
Rural,Dry,Storm,61,40,Bike,25,86,46,0,0,0,0,0,Medium
Rural,Dry,Fog,35,40,Bus,23,94,24,1,0,0,0,1,Medium
Highway,Dry,Fog,75,80,Bike,18,95,12,0,1,0,0,0,Medium
Highway,Dry,Cloudy,105,80,Car,31,47,85,0,1,1,0,1,Low
Urban,Dry,Fog,40,50,Car,19,95,37,0,0,0,1,1,Medium
Highway,Dry,Fog,84,80,Bus,18,95,43,1,0,0,0,1,Medium
Urban,Wet,Sunny,72,50,Truck,35,36,77,1,0,1,1,1,Medium
Rural,Wet,Rainy,35,40,Bike,27,81,43,0,1,0,0,1,Medium
Rural,Dry,Sunny,25,40,Bike,30,49,84,1,0,0,1,1,Low
Urban,Dry,Cloudy,52,50,Truck,25,47,68,0,0,1,1,0,Low
Urban,Damaged,Fog,53,50,Bike,22,91,32,0,1,1,1,0,High
Urban,Damaged,Fog,33,50,Bus,23,99,38,1,0,0,1,0,Medium
Rural,Wet,Fog,52,40,Bike,23,88,35,0,0,1,0,1,High
Highway,Wet,Sunny,88,80,Bike,32,58,89,0,0,0,0,0,Medium
Highway,Damaged,Fog,74,80,Bus,18,92,48,1,0,0,0,0,Medium
Highway,Dry,Sunny,85,80,Bike,37,42,87,0,0,0,1,1,Low
Highway,Dry,Cloudy,111,80,Bus,28,46,97,1,1,0,0,0,Low
Highway,Wet,Fog,80,80,Car,24,96,13,0,0,1,0,0,Medium
Rural,Damaged,Fog,31,40,Bus,21,95,43,0,0,0,0,1,Medium
Urban,Dry,Rainy,61,50,Bus,22,86,56,0,1,0,0,0,Medium
Rural,Damaged,Cloudy,49,40,Truck,24,59,98,1,1,0,0,0,Medium
Urban,Wet,Sunny,43,50,Truck,30,59,63,1,0,0,1,1,Low
Urban,Dry,Rainy,31,50,Bike,22,88,44,0,1,0,0,1,Low
Urban,Dry,Sunny,77,50,Car,36,41,71,0,0,1,0,0,Low
Highway,Dry,Storm,98,80,Bike,25,81,33,0,1,1,1,0,High
Rural,Wet,Rainy,55,40,Truck,25,74,37,1,1,0,0,1,High
Rural,Dry,Fog,51,40,Car,18,95,26,0,0,0,1,1,Medium
Highway,Wet,Fog,73,80,Car,22,88,34,0,1,1,0,0,Medium
Urban,Dry,Fog,70,50,Car,19,95,33,0,1,1,0,0,Medium
Rural,Dry,Cloudy,39,40,Bike,29,53,73,1,0,0,0,0,Low
Highway,Damaged,Storm,105,80,Truck,24,84,48,0,1,0,0,1,Medium
Rural,Dry,Cloudy,29,40,Car,27,66,68,1,1,1,1,0,Low
Rural,Dry,Cloudy,37,40,Car,26,65,78,0,1,1,0,0,Low
Urban,Dry,Rainy,49,50,Car,26,89,39,1,1,0,1,0,Medium
Highway,Dry,Storm,90,80,Truck,21,80,24,0,1,1,0,0,Medium
Highway,Dry,Sunny,90,80,Car,28,41,60,1,0,1,0,1,Low
Urban,Dry,Sunny,72,50,Truck,39,55,61,0,0,0,1,0,Low
Highway,Dry,Sunny,98,80,Bike,36,44,79,1,1,0,0,1,Low
Urban,Damaged,Cloudy,78,50,Bus,30,48,63,0,1,0,1,0,Medium
Urban,Dry,Cloudy,54,50,Car,29,57,98,0,1,0,0,1,Low
Rural,Dry,Fog,46,40,Bike,24,89,11,1,1,1,0,0,High
Highway,Wet,Rainy,92,80,Truck,27,88,50,1,1,0,0,1,Medium
Highway,Dry,Cloudy,106,80,Truck,29,60,71,0,1,0,1,1,Low
Urban,Damaged,Rainy,76,50,Truck,23,87,30,1,1,1,0,0,High
Highway,Wet,Storm,100,80,Truck,21,84,26,0,1,0,0,1,High
Rural,Wet,Rainy,53,40,Truck,22,94,34,0,0,0,0,0,High
Rural,Dry,Fog,69,40,Bus,24,91,11,1,1,0,1,0,High
Rural,Dry,Fog,43,40,Truck,18,96,44,0,1,1,1,0,Medium
Urban,Wet,Sunny,36,50,Truck,36,43,78,1,1,1,1,0,Medium
Highway,Dry,Fog,114,80,Bus,19,88,15,0,1,0,0,1,Medium
Highway,Wet,Storm,75,80,Truck,23,91,18,1,0,0,1,0,Medium
Highway,Dry,Fog,69,80,Car,18,85,42,1,0,0,0,1,Low
Urban,Dry,Cloudy,53,50,Truck,29,47,99,0,0,1,1,0,Low
Rural,Wet,Sunny,51,40,Bus,30,52,94,1,0,1,0,1,Medium
Urban,Dry,Cloudy,77,50,Truck,31,64,61,0,1,0,0,1,Low
Rural,Dry,Fog,47,40,Car,23,92,44,1,1,0,1,1,Medium
Rural,Damaged,Sunny,42,40,Truck,30,54,95,0,1,1,1,0,Medium
Urban,Dry,Sunny,53,50,Bus,33,59,99,1,0,0,0,0,Low
Rural,Wet,Fog,58,40,Truck,19,98,41,0,1,0,1,0,Medium
Highway,Damaged,Cloudy,105,80,Truck,26,48,98,1,0,0,1,1,Medium
Highway,Damaged,Rainy,79,80,Bus,27,83,51,1,1,0,0,1,Medium
Rural,Wet,Sunny,55,40,Bike,30,30,90,0,0,1,1,0,Medium
Urban,Dry,Storm,50,50,Bike,22,85,18,0,1,1,0,1,Medium
Rural,Dry,Fog,66,40,Truck,18,89,41,0,0,0,0,1,Medium
Highway,Dry,Rainy,67,80,Bike,26,70,50,0,1,1,0,0,Low
Rural,Dry,Cloudy,49,40,Truck,31,67,99,0,1,1,0,1,Low
Urban,Dry,Storm,60,50,Bike,23,93,37,1,0,1,1,1,High
Urban,Wet,Fog,30,50,Truck,20,98,49,0,0,1,0,0,Medium
Rural,Dry,Cloudy,68,40,Bike,27,51,93,0,0,0,0,0,Low
Rural,Wet,Fog,26,40,Bike,23,95,40,1,0,1,0,0,Medium
Highway,Dry,Rainy,119,80,Car,28,92,51,1,1,1,1,0,Medium
Highway,Wet,Cloudy,69,80,Bike,25,55,72,1,1,0,0,1,Low
Highway,Damaged,Cloudy,63,80,Bus,24,43,67,1,0,0,0,1,Low
Highway,Dry,Rainy,76,80,Car,26,93,67,0,1,0,0,1,Low
Highway,Dry,Sunny,71,80,Truck,33,43,97,0,1,0,0,1,Low
Highway,Wet,Cloudy,68,80,Bike,24,68,86,1,1,0,0,1,Low
Highway,Damaged,Fog,72,80,Bus,19,88,35,1,0,0,1,0,Medium
Highway,Dry,Sunny,98,80,Bus,32,59,86,0,1,0,1,1,Low
Highway,Dry,Cloudy,100,80,Bus,27,65,82,0,1,0,1,0,Low
Rural,Dry,Rainy,29,40,Car,23,94,31,0,1,1,1,0,Medium
Rural,Dry,Cloudy,61,40,Car,31,45,72,0,1,0,0,0,Low
Urban,Dry,Cloudy,49,50,Car,25,48,84,1,0,0,0,0,Low
Rural,Dry,Rainy,54,40,Bus,28,93,48,1,1,1,0,0,Medium
Urban,Wet,Rainy,72,50,Bus,28,86,69,0,1,1,0,0,Medium
Urban,Dry,Sunny,74,50,Bike,32,40,69,1,0,1,0,1,Low
Urban,Wet,Sunny,65,50,Truck,28,48,99,0,0,1,0,1,Medium
Urban,Dry,Storm,78,50,Truck,23,86,46,0,1,1,1,0,Medium
Rural,Wet,Rainy,44,40,Car,24,73,31,0,1,0,0,1,High
Rural,Dry,Cloudy,51,40,Car,27,63,63,0,1,1,0,1,Low
Highway,Dry,Fog,100,80,Bike,18,92,27,1,0,0,1,0,Medium
Urban,Dry,Sunny,79,50,Truck,35,42,97,1,1,0,1,1,Medium
Highway,Dry,Cloudy,76,80,Bus,25,41,90,0,0,0,0,0,Low
Rural,Wet,Storm,46,40,Truck,23,88,44,0,0,1,1,0,Medium
Highway,Wet,Rainy,93,80,Truck,28,77,31,0,1,0,1,0,High
Highway,Damaged,Rainy,86,80,Bus,28,72,44,0,0,0,0,1,Medium
Rural,Dry,Fog,29,40,Truck,18,93,45,1,0,0,0,1,Low
Rural,Wet,Rainy,51,40,Truck,28,83,56,1,1,1,0,1,High
Urban,Wet,Sunny,43,50,Truck,30,36,70,1,0,0,1,1,Low
Highway,Dry,Fog,82,80,Bike,22,98,44,0,0,1,0,0,Medium
Rural,Dry,Fog,54,40,Bike,24,97,36,1,0,1,1,1,High
Rural,Damaged,Rainy,39,40,Bike,27,89,61,1,0,1,1,0,Medium
Rural,Dry,Sunny,66,40,Truck,29,51,79,0,0,0,1,1,Low
Rural,Dry,Fog,25,40,Truck,20,91,43,1,0,1,1,1,Medium
Highway,Dry,Fog,116,80,Car,19,93,30,1,1,1,0,1,High
Highway,Damaged,Storm,88,80,Bike,27,88,19,0,1,0,1,0,High
Rural,Damaged,Fog,26,40,Truck,21,94,48,0,1,1,0,1,Medium
Urban,Dry,Sunny,65,50,Bike,38,51,98,0,1,0,0,1,Low
Highway,Dry,Sunny,63,80,Truck,38,39,62,1,1,0,1,1,Low
Urban,Dry,Fog,35,50,Bike,22,94,37,0,1,0,1,0,Medium
Urban,Dry,Sunny,38,50,Truck,35,46,68,1,1,0,1,1,Low
Highway,Dry,Rainy,62,80,Car,25,81,57,1,0,0,0,0,Low
Urban,Dry,Sunny,50,50,Truck,33,32,63,1,0,1,1,1,Low
Urban,Dry,Cloudy,40,50,Bike,24,68,91,1,0,0,1,1,Low
Urban,Wet,Rainy,50,50,Bus,23,85,37,1,1,0,1,1,High
Highway,Wet,Storm,94,80,Bus,22,84,29,1,1,0,0,1,High
Rural,Dry,Storm,32,40,Truck,25,83,36,0,0,0,1,1,Medium
Highway,Wet,Sunny,108,80,Bike,33,30,63,1,1,1,0,0,Medium
Urban,Dry,Fog,74,50,Bike,22,92,37,1,1,0,1,1,High
Highway,Wet,Rainy,116,80,Truck,26,93,56,0,0,0,1,0,Medium
Rural,Damaged,Cloudy,31,40,Truck,29,47,73,0,1,1,1,1,Medium
Rural,Damaged,Storm,62,40,Truck,27,90,36,0,0,0,0,1,High
Highway,Dry,Storm,97,80,Truck,23,81,48,1,0,1,1,0,Medium
Rural,Dry,Fog,52,40,Bike,18,89,19,1,1,0,1,0,High
Highway,Damaged,Rainy,60,80,Bus,29,91,30,0,0,1,1,0,Medium
Highway,Wet,Fog,61,80,Bus,21,97,13,0,1,0,0,1,Medium
Rural,Wet,Rainy,39,40,Truck,25,91,33,1,1,1,0,1,High
Highway,Wet,Rainy,70,80,Bus,25,89,38,1,0,0,0,1,Medium
Urban,Dry,Sunny,33,50,Bike,39,33,60,1,1,1,0,0,Low
Rural,Wet,Cloudy,68,40,Bike,25,62,64,0,0,1,0,1,Medium
Rural,Dry,Fog,31,40,Bus,18,85,32,1,1,1,0,0,Medium
Rural,Dry,Cloudy,38,40,Car,26,57,73,0,0,0,0,1,Low
Highway,Dry,Cloudy,110,80,Bike,27,42,79,0,0,1,1,0,Low
Highway,Dry,Storm,68,80,Bike,23,82,23,1,1,1,0,1,Medium
Urban,Dry,Storm,53,50,Truck,22,85,39,0,1,1,0,0,Medium
Highway,Dry,Sunny,98,80,Car,32,57,75,1,0,1,0,0,Low
Highway,Wet,Sunny,75,80,Bus,34,38,64,1,1,0,0,0,Low
Urban,Wet,Rainy,35,50,Bike,25,94,30,1,1,1,0,1,High
Urban,Damaged,Cloudy,50,50,Bike,28,56,76,1,1,0,0,1,Low
Rural,Dry,Cloudy,59,40,Bus,29,54,99,0,1,1,0,0,Low
Highway,Dry,Storm,74,80,Bike,27,82,31,0,1,0,1,1,Medium
Urban,Wet,Sunny,69,50,Bike,32,44,80,1,0,0,1,0,Medium
Highway,Wet,Storm,115,80,Bike,24,87,15,0,1,0,1,1,High
Urban,Dry,Sunny,47,50,Bus,32,49,93,1,1,1,0,1,Low
Highway,Wet,Rainy,96,80,Car,22,89,56,0,0,0,1,1,Medium
Urban,Dry,Fog,73,50,Car,20,94,43,0,1,0,0,0,Medium
Rural,Damaged,Storm,28,40,Bus,22,89,27,0,1,0,1,0,Medium
Highway,Wet,Storm,97,80,Truck,25,84,28,1,0,1,1,0,High
Urban,Damaged,Storm,58,50,Bus,22,94,36,1,1,1,0,1,High
Rural,Damaged,Rainy,58,40,Car,27,80,42,0,1,0,1,0,Medium
Highway,Dry,Fog,82,80,Bike,21,95,12,0,0,0,1,1,Medium
Highway,Dry,Storm,104,80,Bike,26,87,17,0,1,0,0,0,Medium
Rural,Dry,Rainy,55,40,Car,26,90,64,1,1,1,0,1,Medium
Urban,Wet,Storm,42,50,Truck,20,85,18,0,0,1,1,0,Medium
Urban,Dry,Cloudy,47,50,Car,26,63,70,0,0,0,1,1,Low
Rural,Dry,Sunny,46,40,Bus,30,33,63,0,0,1,0,1,Low
Rural,Dry,Sunny,44,40,Truck,38,40,87,0,0,1,0,0,Low
Urban,Wet,Fog,66,50,Car,23,89,10,1,0,0,0,1,High
Rural,Dry,Fog,57,40,Bike,21,99,15,0,1,0,0,1,Medium
Urban,Damaged,Fog,61,50,Bike,22,94,11,0,0,1,1,0,High
Highway,Damaged,Storm,73,80,Bus,22,98,37,0,1,1,1,0,High
Highway,Dry,Storm,96,80,Bus,25,96,49,1,1,1,1,1,Medium
Urban,Dry,Storm,50,50,Bike,21,98,34,0,1,0,0,1,Medium
Rural,Wet,Fog,23,40,Car,21,86,14,1,1,0,0,0,Medium
Highway,Wet,Cloudy,81,80,Truck,27,49,72,1,1,0,1,0,Medium
Urban,Dry,Storm,31,50,Bus,22,80,27,0,0,0,1,1,Medium
Urban,Dry,Storm,64,50,Truck,27,99,31,1,1,0,1,1,High
Rural,Dry,Storm,33,40,Truck,27,93,44,1,0,0,0,0,Low
Urban,Dry,Sunny,69,50,Car,34,56,93,0,0,0,0,1,Low
Urban,Damaged,Fog,48,50,Car,24,96,31,1,0,1,1,1,High
Rural,Wet,Storm,68,40,Bus,26,87,23,0,1,1,0,1,High
Highway,Dry,Cloudy,72,80,Bike,27,45,91,0,0,1,0,1,Low
Urban,Damaged,Storm,48,50,Truck,27,92,24,0,1,0,0,1,Medium
Highway,Wet,Rainy,92,80,Truck,23,73,41,0,1,1,1,1,High
Highway,Dry,Storm,67,80,Bus,20,83,49,0,1,1,1,0,Medium
Highway,Wet,Storm,60,80,Car,27,84,21,0,1,1,0,1,Medium
Highway,Dry,Sunny,77,80,Car,32,52,77,1,1,0,1,0,Low
Rural,Dry,Cloudy,24,40,Car,27,55,63,0,1,0,1,1,Low
Urban,Dry,Sunny,70,50,Car,38,53,90,0,0,1,1,1,Low
Highway,Wet,Fog,109,80,Car,24,97,23,1,0,0,0,0,High
Highway,Wet,Sunny,108,80,Car,33,43,98,1,0,0,1,0,Medium
Rural,Dry,Fog,22,40,Car,22,97,48,1,0,0,1,1,Low
Highway,Dry,Sunny,95,80,Bike,31,58,88,1,0,0,1,0,Low
Rural,Damaged,Cloudy,52,40,Car,30,55,72,1,1,0,1,1,Medium
Urban,Dry,Fog,55,50,Bike,24,85,29,1,0,0,0,0,Medium
Highway,Dry,Sunny,97,80,Truck,30,35,85,0,0,1,0,1,Low
Highway,Wet,Cloudy,92,80,Truck,25,62,75,0,0,0,1,0,Medium
Urban,Damaged,Cloudy,78,50,Bike,27,62,78,1,1,0,1,0,Medium
Rural,Dry,Sunny,49,40,Bus,32,44,86,0,0,0,0,1,Low
Highway,Wet,Sunny,81,80,Truck,31,47,88,1,1,1,0,0,Medium
Rural,Dry,Fog,44,40,Bus,21,92,15,1,0,1,0,1,Medium
Urban,Wet,Storm,45,50,Truck,24,94,15,0,0,1,0,1,Medium
Urban,Dry,Storm,75,50,Car,22,80,31,1,1,1,1,1,High
Highway,Dry,Rainy,67,80,Truck,24,76,44,0,0,0,0,0,Low
Rural,Wet,Fog,60,40,Truck,24,89,32,1,1,0,1,1,High
Urban,Dry,Fog,66,50,Car,19,88,42,1,0,1,1,1,Medium
Highway,Dry,Storm,106,80,Truck,20,83,10,1,0,1,0,1,Medium
Rural,Damaged,Cloudy,50,40,Bike,26,63,78,1,1,1,0,1,Medium
Highway,Dry,Sunny,72,80,Car,34,39,85,0,1,0,0,0,Low
Urban,Dry,Rainy,45,50,Bus,28,75,41,1,0,1,0,1,Low
Rural,Dry,Storm,69,40,Bike,25,86,26,1,1,0,1,1,High
Highway,Dry,Rainy,86,80,Bike,27,75,52,0,0,0,1,0,Medium
Highway,Dry,Cloudy,64,80,Car,24,67,90,0,1,1,1,0,Low
Highway,Wet,Rainy,61,80,Car,27,92,36,0,0,1,1,1,Medium
Urban,Dry,Sunny,61,50,Bike,33,39,85,0,0,0,0,0,Low
Highway,Dry,Cloudy,88,80,Bus,29,65,77,1,1,1,1,1,Medium
Highway,Dry,Storm,99,80,Car,26,84,16,0,1,0,1,0,Medium
Highway,Damaged,Storm,110,80,Bus,22,84,42,0,0,0,1,1,Medium
Urban,Dry,Sunny,58,50,Truck,29,35,71,0,1,1,1,0,Medium
Rural,Damaged,Cloudy,30,40,Bike,27,54,97,1,1,0,1,1,Medium
Highway,Wet,Cloudy,62,80,Car,24,55,75,1,0,1,1,1,Medium
Highway,Dry,Sunny,100,80,Car,28,36,82,1,0,0,0,0,Low
Rural,Dry,Storm,29,40,Truck,20,86,41,1,1,0,0,1,Low
Urban,Wet,Sunny,30,50,Truck,34,44,64,0,0,1,1,1,Low
Rural,Damaged,Cloudy,28,40,Bike,30,41,90,0,1,0,1,1,Low
Highway,Dry,Cloudy,96,80,Car,26,60,92,0,0,1,1,0,Low
Urban,Dry,Storm,58,50,Bus,22,99,27,1,0,1,0,0,Medium
Urban,Damaged,Cloudy,31,50,Bus,24,48,73,1,1,1,0,1,Medium
Urban,Dry,Fog,45,50,Car,23,94,17,0,1,1,1,0,Medium
Rural,Dry,Cloudy,44,40,Bus,29,45,93,1,0,1,1,1,Medium
Highway,Dry,Storm,98,80,Car,24,93,23,1,1,0,1,1,High
Rural,Damaged,Fog,67,40,Truck,19,91,43,0,1,0,0,1,Medium
Highway,Dry,Fog,105,80,Bus,24,85,37,0,0,0,0,0,Medium
Rural,Dry,Sunny,43,40,Car,35,52,80,0,0,1,1,0,Low
Rural,Damaged,Fog,40,40,Bike,24,85,21,1,1,0,1,0,High
Urban,Dry,Cloudy,70,50,Bus,30,45,88,1,0,0,0,0,Low
Rural,Dry,Fog,31,40,Car,19,96,10,0,0,0,0,1,Medium
Rural,Damaged,Rainy,43,40,Bus,28,84,59,0,1,1,1,0,High
Rural,Dry,Sunny,47,40,Bike,38,54,65,0,1,1,0,1,Low
Rural,Damaged,Sunny,68,40,Truck,36,57,69,1,1,0,0,0,Medium
Highway,Dry,Sunny,76,80,Bus,31,39,90,1,0,0,0,0,Low
Urban,Dry,Sunny,70,50,Car,36,31,74,1,0,0,1,0,Low
Highway,Wet,Cloudy,86,80,Truck,27,64,72,0,0,0,1,1,Medium
Rural,Dry,Cloudy,47,40,Bike,25,60,70,1,1,1,0,0,Medium
Urban,Dry,Rainy,76,50,Bike,27,77,55,0,1,1,0,0,Medium
Highway,Dry,Rainy,76,80,Truck,26,82,67,0,1,1,0,1,Low
Highway,Dry,Rainy,69,80,Bus,22,76,69,1,1,0,1,0,Medium
Urban,Dry,Fog,58,50,Car,20,97,33,1,1,1,1,0,High
Urban,Wet,Cloudy,77,50,Bike,30,69,64,0,0,1,0,1,Medium
Urban,Wet,Fog,31,50,Bus,19,85,31,1,0,0,1,1,Medium
Highway,Dry,Rainy,89,80,Truck,24,86,46,1,1,1,1,0,Medium
Rural,Dry,Fog,33,40,Bike,18,94,39,1,0,0,1,1,Medium
Urban,Damaged,Cloudy,51,50,Truck,31,43,66,0,1,1,0,1,Medium
Highway,Dry,Fog,80,80,Truck,18,89,37,1,1,0,0,0,Medium
Highway,Dry,Fog,90,80,Bus,22,86,31,0,0,1,0,1,Medium
Rural,Dry,Storm,44,40,Bike,23,99,48,0,1,1,0,1,Medium
Highway,Dry,Rainy,108,80,Bike,23,78,53,0,0,1,1,0,Medium
Urban,Wet,Storm,61,50,Truck,26,93,29,1,0,0,1,1,High
Rural,Wet,Rainy,27,40,Truck,25,80,47,1,0,1,1,1,Medium
Highway,Dry,Fog,76,80,Bike,18,93,14,0,0,1,0,0,Medium
Rural,Wet,Sunny,27,40,Bike,30,56,74,1,1,0,0,0,Low
Highway,Damaged,Sunny,116,80,Truck,35,43,80,1,0,0,0,0,Medium
Rural,Dry,Rainy,59,40,Truck,29,72,39,1,1,0,0,0,Medium
Urban,Wet,Sunny,77,50,Car,39,35,66,1,1,1,0,0,Medium
Urban,Wet,Fog,64,50,Bus,20,94,20,1,0,0,0,1,High
Urban,Wet,Rainy,59,50,Bike,27,89,64,1,0,1,0,0,Medium
Rural,Dry,Cloudy,38,40,Truck,30,48,94,0,1,1,0,0,Low
Urban,Wet,Rainy,33,50,Car,27,83,62,0,1,1,0,1,Medium
Highway,Dry,Cloudy,108,80,Bus,26,63,87,1,1,1,1,0,Medium
Highway,Wet,Storm,68,80,Car,21,98,29,1,0,0,1,0,Medium
Urban,Dry,Fog,63,50,Car,22,98,17,1,1,1,1,1,High
Urban,Wet,Storm,30,50,Truck,21,92,49,1,0,1,1,1,Medium
Rural,Dry,Rainy,43,40,Bus,27,76,63,1,1,1,1,1,Medium
Urban,Dry,Fog,64,50,Car,24,87,30,1,1,0,1,0,High
Highway,Wet,Rainy,114,80,Bus,23,84,32,1,0,1,0,1,High
Highway,Dry,Sunny,77,80,Bike,38,46,84,1,0,1,0,1,Low
Urban,Dry,Sunny,33,50,Truck,34,43,97,1,0,1,0,1,Low
Rural,Dry,Cloudy,36,40,Bike,31,65,74,1,0,0,1,0,Low
Rural,Wet,Cloudy,68,40,Bike,31,47,97,1,1,0,1,1,Medium
Rural,Dry,Storm,41,40,Bus,21,93,12,0,1,0,0,1,Medium
Rural,Dry,Rainy,47,40,Car,23,71,65,1,0,1,0,0,Medium
Highway,Dry,Cloudy,109,80,Truck,28,63,75,0,1,0,1,0,Low
Highway,Dry,Rainy,119,80,Bike,29,74,35,1,0,0,0,0,Medium
Urban,Dry,Cloudy,34,50,Bus,25,54,81,0,1,0,1,1,Low
Highway,Dry,Cloudy,69,80,Bus,24,63,99,1,0,1,1,0,Low
Urban,Dry,Sunny,32,50,Bus,32,52,96,0,0,0,1,0,Low
Urban,Dry,Fog,38,50,Bus,21,99,29,0,1,0,1,1,Medium
Rural,Dry,Fog,67,40,Truck,20,88,43,1,0,1,0,0,Medium
Rural,Damaged,Fog,53,40,Truck,22,98,30,1,1,0,0,1,High
Highway,Wet,Fog,83,80,Bus,21,95,42,1,0,0,0,0,Medium
Urban,Wet,Sunny,67,50,Bike,38,50,72,0,1,1,0,0,Medium
Rural,Dry,Storm,21,40,Bus,26,83,16,0,1,1,0,1,Medium
Urban,Wet,Fog,49,50,Truck,22,88,48,1,0,0,0,0,Medium
Highway,Damaged,Sunny,63,80,Car,28,52,93,0,1,1,0,0,Low
Urban,Wet,Rainy,36,50,Bike,23,91,51,1,1,0,0,1,Medium
Urban,Dry,Fog,66,50,Car,20,92,27,0,0,1,0,0,Medium
Highway,Dry,Storm,76,80,Bus,20,98,16,0,0,1,0,1,Medium
Highway,Dry,Storm,93,80,Bike,26,83,31,0,1,0,1,1,Medium
Urban,Wet,Fog,50,50,Bike,22,85,14,1,0,0,0,0,Medium
Urban,Dry,Cloudy,44,50,Truck,26,45,77,0,1,1,0,0,Low
Highway,Damaged,Rainy,104,80,Bike,26,83,34,1,1,1,1,1,High
Urban,Dry,Storm,68,50,Car,25,83,11,0,1,1,0,0,Medium
Highway,Damaged,Rainy,111,80,Truck,28,77,52,0,0,1,0,0,Medium
Rural,Dry,Fog,56,40,Bike,19,92,24,0,0,0,1,0,Medium
Rural,Damaged,Rainy,67,40,Car,25,86,40,0,1,0,0,1,Medium
Highway,Wet,Storm,93,80,Truck,22,85,27,1,1,1,0,0,High
Rural,Wet,Cloudy,67,40,Bus,28,66,61,1,0,1,0,0,Medium
Rural,Dry,Storm,31,40,Truck,22,98,34,0,0,0,1,0,Medium
Rural,Damaged,Storm,25,40,Car,21,89,10,1,1,0,1,0,High
Urban,Wet,Sunny,70,50,Car,33,46,92,1,1,0,0,0,Medium
Highway,Dry,Fog,83,80,Car,24,92,39,1,0,1,1,1,High
Urban,Dry,Sunny,44,50,Car,32,30,90,0,1,0,0,1,Low
Rural,Dry,Rainy,25,40,Truck,26,93,59,0,1,1,1,1,Medium
Rural,Wet,Storm,50,40,Truck,24,95,31,1,1,0,0,0,High
Urban,Wet,Rainy,78,50,Bike,28,86,63,0,1,1,1,1,High
Highway,Dry,Rainy,87,80,Car,25,87,66,0,1,0,0,1,Medium
Highway,Dry,Storm,65,80,Bike,20,80,16,0,1,0,1,0,Medium
Urban,Dry,Sunny,64,50,Bike,35,34,85,1,1,0,0,1,Low
Rural,Wet,Storm,23,40,Truck,24,81,31,1,1,0,0,0,Medium
Highway,Wet,Rainy,95,80,Bike,29,87,34,1,1,0,0,1,High
Urban,Damaged,Fog,77,50,Car,21,87,22,1,0,0,1,0,High
Rural,Dry,Storm,35,40,Truck,24,91,20,0,1,1,0,1,Medium
Highway,Dry,Cloudy,112,80,Car,26,67,96,1,0,1,0,1,Low
Rural,Wet,Rainy,27,40,Bike,22,72,50,1,1,0,1,1,Medium
Rural,Dry,Storm,43,40,Car,22,88,32,0,0,1,1,0,Medium
Rural,Dry,Rainy,49,40,Bike,28,75,31,1,1,1,1,0,High
Highway,Wet,Fog,101,80,Car,23,91,33,1,0,1,0,1,High
Urban,Dry,Storm,59,50,Bike,21,98,13,1,0,1,0,1,Medium
Highway,Wet,Cloudy,114,80,Car,24,43,77,0,0,1,1,1,Medium
Urban,Damaged,Storm,62,50,Bike,23,82,23,1,1,0,0,1,High
Urban,Dry,Sunny,57,50,Bus,28,35,79,1,0,1,0,0,Low
